blcb,19,1.0
blct,24,1.0
bolb,30,0.5
gamb,17,1.0
gamt,17,1.0
humb,26,1.0
humt,22,1.0
labb,25,1.0
labt,39,1.0
lipb,30,0.5
lipt,29,0.5
mamb,29,1.0
mamt,24,1.0
oslb,23,1.0
oslt,21,1.0
plab,40,0.5
plat,39,0.5
pugb,14,1.2
pugt,10,1.2
sinb,29,1.0
sint,28,1.0
sinu,29,1.0
