ts,x
7/2/2015 13:00,1016.062015503876
7/3/2015 3:30,1022.015503875969
7/3/2015 5:00,1023.0077519379845
7/4/2015 11:30,1016.062015503876
7/4/2015 12:00,1016.062015503876
7/4/2015 12:30,1016.062015503876
7/4/2015 13:00,1015.0697674418604
7/4/2015 13:30,1017.0542635658915
7/4/2015 14:00,1017.0542635658915
7/4/2015 20:30,1021.0232558139535
7/4/2015 21:00,1022.015503875969
7/4/2015 22:00,1021.0232558139535
7/5/2015 0:00,1021.0232558139535
7/5/2015 1:30,1022.015503875969
7/7/2015 20:00,1022.015503875969
7/7/2015 20:30,1022.015503875969
7/8/2015 3:00,1022.015503875969
7/8/2015 3:30,1022.015503875969
7/8/2015 4:00,1022.015503875969
7/8/2015 4:30,1023.0077519379845
7/8/2015 5:30,1022.015503875969
7/8/2015 6:00,1022.015503875969
7/8/2015 7:30,1020.031007751938
7/8/2015 17:30,1021.0232558139535
7/8/2015 23:30,1022.015503875969
7/9/2015 19:00,1022.015503875969
7/9/2015 20:30,1022.015503875969
7/11/2015 0:00,1022.015503875969
7/11/2015 0:30,1022.015503875969
7/11/2015 1:30,1023.0077519379845
7/11/2015 3:00,1022.015503875969
7/11/2015 8:30,1021.0232558139535
7/11/2015 20:00,1021.0232558139535
7/11/2015 22:00,1022.015503875969
7/11/2015 23:00,1021.0232558139535
7/12/2015 0:30,1022.015503875969
7/12/2015 3:30,1023.0077519379845
7/12/2015 4:00,1023.0077519379845
7/12/2015 4:30,1022.015503875969
7/12/2015 19:30,1022.015503875969
7/12/2015 21:00,1022.015503875969
7/12/2015 23:30,1022.015503875969
7/13/2015 4:30,1021.0232558139535
7/13/2015 8:00,1021.0232558139535
7/13/2015 13:00,1016.062015503876
7/13/2015 13:30,1016.062015503876
7/13/2015 18:30,1021.0232558139535
7/14/2015 0:30,1022.015503875969
7/14/2015 1:00,1022.015503875969
7/14/2015 11:00,1020.031007751938
7/14/2015 15:00,1020.031007751938
7/14/2015 17:00,1021.0232558139535
7/14/2015 19:30,1022.015503875969
7/15/2015 4:00,1022.015503875969
7/15/2015 6:30,1022.015503875969
7/15/2015 7:00,1022.015503875969
7/15/2015 7:30,1022.015503875969
7/15/2015 8:00,1022.015503875969
7/15/2015 9:30,1021.0232558139535
7/15/2015 19:00,1022.015503875969
7/15/2015 21:00,1022.015503875969
7/15/2015 22:30,1022.015503875969
7/15/2015 23:30,1022.015503875969
7/16/2015 2:31,1022.015503875969
7/16/2015 3:30,1022.015503875969
7/16/2015 6:00,1022.015503875969
7/16/2015 11:00,1021.0232558139535
7/16/2015 13:00,1021.0232558139535
7/16/2015 14:30,1021.0232558139535
7/16/2015 18:30,1022.015503875969
7/17/2015 3:30,1022.015503875969
7/17/2015 6:00,1022.015503875969
7/17/2015 7:30,1022.015503875969
7/17/2015 18:00,1022.015503875969
7/18/2015 3:30,1022.015503875969
7/18/2015 5:00,1022.015503875969
7/18/2015 5:30,1022.015503875969
7/18/2015 6:00,1022.015503875969
7/18/2015 7:00,1022.015503875969
7/18/2015 8:00,1022.015503875969
7/19/2015 13:30,1015.0697674418604
7/19/2015 13:31,1015.0697674418604
7/19/2015 14:00,1016.062015503876
7/19/2015 14:30,1017.0542635658915
7/19/2015 15:00,1017.0542635658915
7/19/2015 20:30,1022.015503875969
7/19/2015 21:00,1022.015503875969
7/19/2015 21:30,1023.0077519379845
7/19/2015 22:00,1023.0077519379845
7/19/2015 22:30,1022.015503875969
7/19/2015 23:00,1022.015503875969
7/20/2015 0:00,1023.0077519379845
7/20/2015 0:30,1023.0077519379845
7/20/2015 1:00,1023.0077519379845
7/20/2015 1:30,1023.0077519379845
7/20/2015 2:00,1023.0077519379845
7/20/2015 2:30,1023.0077519379845
7/20/2015 3:00,1023.0077519379845
7/20/2015 3:30,1023.0077519379845
7/20/2015 4:00,1023.0077519379845
7/20/2015 4:30,1023.0077519379845
7/20/2015 5:00,1023.0077519379845
7/20/2015 5:30,1023.0077519379845
7/20/2015 6:00,1023.0077519379845
7/20/2015 6:30,1023.0077519379845
7/20/2015 7:00,1021.0232558139535
7/20/2015 8:00,1016.062015503876
7/20/2015 8:30,1015.0697674418604
7/20/2015 9:00,1014.077519379845
7/20/2015 10:00,1014.077519379845
7/20/2015 10:30,1014.077519379845
7/20/2015 11:00,1014.077519379845
7/20/2015 11:30,1014.077519379845
7/20/2015 12:00,1015.0697674418604
7/20/2015 12:30,1016.062015503876
7/20/2015 13:00,1015.0697674418604
7/20/2015 13:30,1015.0697674418604
7/20/2015 14:00,1015.0697674418604
7/20/2015 14:30,1014.077519379845
7/20/2015 15:00,1015.0697674418604
7/21/2015 9:30,1014.077519379845
7/21/2015 10:00,1014.077519379845
7/21/2015 10:30,1014.077519379845
7/21/2015 11:00,1014.077519379845
7/21/2015 11:30,1014.077519379845
7/21/2015 12:00,1014.077519379845
7/21/2015 12:30,1015.0697674418604
7/21/2015 13:00,1014.077519379845
7/21/2015 13:30,1014.077519379845
7/21/2015 14:00,1014.077519379845
7/21/2015 14:30,1016.062015503876
7/21/2015 15:00,1015.0697674418604
7/21/2015 15:30,1017.0542635658915
7/21/2015 19:00,1021.0232558139535
7/21/2015 20:00,1022.015503875969
7/21/2015 20:30,1022.015503875969
7/21/2015 21:00,1022.015503875969
7/21/2015 23:00,1022.015503875969
7/21/2015 23:30,1022.015503875969
7/22/2015 0:00,1022.015503875969
7/22/2015 0:30,1022.015503875969
7/22/2015 1:00,1022.015503875969
7/22/2015 1:30,1022.015503875969
7/22/2015 4:00,1022.015503875969
7/22/2015 4:30,1022.015503875969
7/22/2015 5:00,1023.0077519379845
7/22/2015 5:30,1023.0077519379845
7/22/2015 7:00,1022.015503875969
7/22/2015 7:30,1021.0232558139535
7/22/2015 9:30,1017.0542635658915
7/22/2015 10:00,1016.062015503876
7/22/2015 10:30,1016.062015503876
7/22/2015 11:00,1016.062015503876
7/22/2015 11:30,1016.062015503876
7/22/2015 12:00,1015.0697674418604
7/22/2015 12:30,1015.0697674418604
7/22/2015 13:00,1015.0697674418604
7/22/2015 13:30,1015.0697674418604
7/22/2015 14:00,1015.0697674418604
7/22/2015 14:30,1015.0697674418604
7/22/2015 15:00,1015.0697674418604
7/22/2015 15:30,1016.062015503876
7/22/2015 16:00,1018.046511627907
7/23/2015 13:30,1015.0697674418604
7/23/2015 14:30,1016.062015503876
7/23/2015 15:00,1017.0542635658915
7/23/2015 15:30,1018.046511627907
7/23/2015 17:00,1021.0232558139535
7/23/2015 18:00,1021.0232558139535
7/23/2015 18:30,1022.015503875969
7/23/2015 19:00,1022.015503875969
7/23/2015 19:30,1022.015503875969
